## RECSRecommendations Upload File,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,
## RECS,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.description,entity.tag,entity.subcategory,entity.private
bank-manulife-one-cashback-campaign-advisor-terms-mb0558e.pdf,Bank - Manulife One Cashback Campaign - Terms and conditions and acknowledgement form (for advisor use),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/manulife-one/updf/bank-manulife-one-cashback-campaign-advisor-terms-mb0558e.pdf,-,-,Terms and conditions and acknowledgement form for the Manulife One Cashback campaign (for advisor use).,Before the sale,Manulife One,FALSE
bank-manulife-one-for-business-credit-application-wm1046e.pdf,Bank – Manulife One for Business Manulife One for Business application (WM1046E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/manulife-one-for-business/private/bank-manulife-one-for-business-credit-application-wm1046e.pdf,-,-,Complete this form to apply for a Manulife One for Business application (WM1046E),Before the sale,Manulife One for Business,TRUE
bank-rrsp-loans-payment-calculatore.xls,Bank RRSP Loans - Payment Calculator,Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/rrsp-loans/private/bank-rrsp-loans-payment-calculatore.xls,-,-,A calculator for advisors to use for RRSP loan payments.,Before the sale,RRSP Loans,TRUE
bank-rrsp-loans-schedule-a-multiple-rrsp-investments-form-ab0171e.pdf,Bank RRSP Loans - Schedule A - Multiple RRSP Investments Form - AB0171E,Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/rrsp-loans/private/bank-rrsp-loans-schedule-a-multiple-rrsp-investments-form-ab0171e.pdf,-,-,"A form required when loan proceeds are being invested in more than one RRSP fund company, or in the name of more than one planholder. (AB0171E)",After the sale,RRSP Loans,TRUE
bank-rrsp-loans-client-authorization-form-ab0404e.pdf,Bank RRSP Loans - Client Authorization Form - AB0404E,Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/rrsp-loans/private/bank-rrsp-loans-client-authorization-form-ab0404e.pdf,-,-,"The RRSP Client Authorization is for use in conjunction with, and does not replace, the online Manulife Bank RRSP Loan Application. (AB0404E)",Before the sale,RRSP Loans,TRUE
bank-rrsp-loans-accelerator-loan-application-ab0415e.pdf,Bank RRSP Loans - Accelerator Loan Application (AB0415E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/rrsp-loans/private/bank-rrsp-loans-accelerator-loan-application-ab0415e.pdf,-,-,Accelerator Loan Application (AB0415E),Before the sale,RRSP Loans,TRUE
bank-specialized-lending-cash-surrender-value-corporate-line-of-credit-application-ab0811e.pdf,Bank - Specialized Lending - CSV Corporate Line of Credit Application (AB0811E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/specialized-lending/private/bank-specialized-lending-cash-surrender-value-corporate-line-of-credit-application-ab0811e.pdf,-,-,Complete this form to apply for a Manulife Bank Cash Surrender Value Corporate Line of Credit (AB0811E),Before the sale,Specialized Lending,TRUE
bank-specialized-lending-cash-surrender-value-personal-line-of-credit-application-with-corporate-security-ab0813e.pdf,Bank - Specialized Lending - CSV Personal Line of Credit Application with Corporate Security (AB0813E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/specialized-lending/private/bank-specialized-lending-cash-surrender-value-personal-line-of-credit-application-with-corporate-security-ab0813e.pdf,-,-,Complete this form to apply for a Manulife Bank Cash Surrender Value Personal Line of Credit application with corporate security (AB0813E),Before the sale,Specialized Lending,TRUE
bank-specialized-lending-cash-surrender-value-personal-line-of-credit-application-ab0810e.pdf,Bank - CSV - Personal Line of Credit Application (AB0810E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/specialized-lending/private/bank-specialized-lending-cash-surrender-value-personal-line-of-credit-application-ab0810e.pdf,-,-,Complete this form to apply for a Manulife Bank Personal Cash Surrender Value Application (AB0810E),Before the sale,Specialized Lending,TRUE
bank-specialized-lending-insurance-policy-leverage-application-ab0724e.pdf,Bank - Specialized Lending - Insurance Policy Leverage Application (AB0724E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/specialized-lending/private/bank-specialized-lending-insurance-policy-leverage-application-ab0724e.pdf,-,-,Use this form when applying for an Immediate Financing Arrangement or Cash Surrender Value.,Before the sale,Specialized Lending,TRUE
bank-specialized-lending-business-acquisition-loan-application-ab0558e.pdf,Bank - Specialized Lending - Business Acquisition Loan Application (AB0558E),Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/specialized-lending/private/bank-specialized-lending-business-acquisition-loan-application-ab0558e.pdf,-,-,Please use this form when applying for a Business Acquisition Loan,Before the sale,Specialized Lending,TRUE
bank-tfaa-raa-rate-offer-flyere.pdf,Bank Registered Advantage Account and Tax-free Advantage Account Interest Offer: Digital flyer,Banking,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/bank/tax-free-advantage-account/private/bank-tfaa-raa-rate-offer-flyere.pdf,-,-,Enjoy a great rate on your TFSA & RRSP.,Before the sale,Tax Free Advantage Account,TRUE
group-benefits-evidence-of-insurability-head-office-plans-gl0004e.pdf,GB Evidence of insurability – Head office plans (GL0004E),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/enrolment/group-benefits-evidence-of-insurability-head-office-plans-gl0004e.pdf,-,-,"Complete this form to provide evidence of insurability for a Manulife Group Benefits plan member, spouse and dependants. (GL0004E)",After the sale,Enrolment,FALSE
group-benefits-enrolment-or-re-enrolment-application-gl2971e.pdf,Enrolment or Re-enrolment Application - Group Benefits | Manulife,Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/enrolment/group-benefits-enrolment-or-re-enrolment-application-gl2971e.pdf,-,-,Enrolment or re-enrollment application with beneficiary designation to the group benefits plan,,Enrolment,FALSE
gb-plan-advisor-toolkit-alphaplus-sale-checkliste.doc,Group Benefits: AlphaPlus Sale Checklist (Word),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-alphaplus-sale-checkliste.doc,-,-,Information required to process your sale,Before the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-notice-of-authorization-and-appointment-existing-groupse.doc,Group Benefits: Sample Notice of Authorization and Appointment (Existing Group Plan),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-notice-of-authorization-and-appointment-existing-groupse.doc,-,-,Existing Group Plan - Sample Notice of Authorization and Appointment,Before the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-notice-of-authorization-and-appointment-new-groupse.doc,Group Benefits: Sample Notice of Authorization and Appointment (New Group Plan),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-notice-of-authorization-and-appointment-new-groupse.doc,-,-,New Group Plan - Sample Notice of Authorization and Appointment,Before the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-notice-of-authorization-existing-groupse.doc,Group Benefits: Sample Notice of Authorization (Existing Group Plan),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-notice-of-authorization-existing-groupse.doc,-,-,Existing Group Plan - Sample Notice of Authorization,Before the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-quickstart-request-for-quotation-gc2245e.pdf,Group Benefits: Quickstart Request for Quotation (GC2245E),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-quickstart-request-for-quotation-gc2245e.pdf,-,-,Grow your business with the help of Quickstart (GC2245E),Before the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-client-renewal-letter-templatee.doc,Group Benefits: Client Renewal Letter Template (Word),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-client-renewal-letter-templatee.doc,-,-,Letter template to send clients that can be customized to provide an executive summary of the proposed employee benefit plan renewal and recommendations,After the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-request-for-quotation-forme.pdf,Group Benefits: Request for Quotation (PDF),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-request-for-quotation-forme.pdf,-,-,Form for requesting a quotation for group benefits (Advisor use only) (PDF),Before the sale,Plan Advisor Toolkit,TRUE
gb-plan-advisor-toolkit-renewals-sample-rate-summarye.xls,Group Benefits: Renewal Rate Summary (Excel),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/plan-advisor-toolkit/private/gb-plan-advisor-toolkit-renewals-sample-rate-summarye.xls,-,-,A table consisting of sample rates for renewals. A template for a renewal rate summary,After the sale,Plan Advisor Toolkit,TRUE
group-benefits-extended-health-care-claim-gl3585e.pdf,GB Extended health care claim (GL3585E),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/claims/group-benefits-extended-health-care-claim-gl3585e.pdf,-,-,"Complete this form to claim a Manulife Group Benefits plan member's prescription drug, paramedical, equipment/appliance or vision care expenses. (GL3585E)",After the sale,Claims,FALSE
gb-admin-quotation-requeste.pdf,GB Quotation request,Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/administration/gb-admin-quotation-requeste.pdf,-,-,Complete this form to request a quotation for a Manulife Group Benefits plan. ,Before the sale,Administration,FALSE
gb-admin-hcsa-alphaplus-sales-authorization-form-gc2330e.pdf,Group Benefits: Health Care Spending Account - AlphaPlus Sales Authorization Form (GC2330E),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/administration/private/gb-admin-hcsa-alphaplus-sales-authorization-form-gc2330e.pdf,-,-,HCSA Alpha Sales Authorization (GC2330E),Before the sale,Administration,FALSE
gb-admin-request-for-quotation-forme.doc,Group Benefits: Request for Quotation (Word),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/administration/private/gb-admin-request-for-quotation-forme.doc,-,-,Form for requesting a quotation for group benefits (Advisor use only) (Word),Before the sale,Administration,FALSE
gb-admin-application-for-conversion-gl3413e.pdf,GB Application for conversion (GL3413E),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/administration/gb-admin-application-for-conversion-gl3413e.pdf,-,-,Complete this form to apply to convert a Manulife Group Benefits plan member's life insurance to an individual policy. (GL3413E),After the sale,Administration,FALSE
gb-admin-application-for-change-gl3187e.pdf,GB Application for change (GL3187E),Group Benefits,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-benefits/administration/gb-admin-application-for-change-gl3187e.pdf,-,-,"Complete this form to change a Manulife Group Benefits plan member's name, add benefits, refuse benefits, coordinate benefits and more. (GL3187E)",After the sale,Administration,FALSE
grs-futurestep-dpsp-plan-design-templatee.doc,FutureStep - DPSP Plan Design template,Group Retirement,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-retirement-services/futurestep/grs-futurestep-dpsp-plan-design-templatee.doc,-,-,DPSP Plan Design template for plan sponsors,Plan sponsor materials,Futurestep,FALSE
grs-futurestep-rrsp-plan-design-templatee.doc,FutureStep - RRSP Plan Design template,Group Retirement,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-retirement-services/futurestep/grs-futurestep-rrsp-plan-design-templatee.doc,-,-,FutureStep - Registered Retirement Savings Plan - Plan Design template,Advisor materials,Futurestep,FALSE
grs-futurestep-plan-transfer-lettere.doc,FutureStep - Plan transfer letter template,Group Retirement,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-retirement-services/futurestep/grs-futurestep-plan-transfer-lettere.doc,-,-,Plan Transfer letter template for Group Registered Retirement Savings Plan (RRSP) and/or Group Deferred Profit Sharing Plan (DPSP),Advisor materials,Futurestep,FALSE
grs-futurestep-plan-sponsor-sample-applicatione.pdf,FutureStep - Plan Sponsor sample application,Group Retirement,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-retirement-services/futurestep/private/grs-futurestep-plan-sponsor-sample-applicatione.pdf,-,-,Group Retirement Solutions Plan sponsor sample application,Plan sponsor materials,Futurestep,TRUE
grs-futurestep-commission-calculatore.xls,FutureStep - Commission Calculator,Group Retirement,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-retirement-services/futurestep/private/grs-futurestep-commission-calculatore.xls,-,-,The purpose of this calculator is to provide an estimate of the commission a FutureStep plan can generate over the next 20 years. (xls),Advisor materials,Futurestep,TRUE
grs-general-retirement-program-comparison-toole.xls,Group Retirement - Program Comparison Tool,Group Retirement,-,-,-,https://advisors.manulife.ca/content/dam/manulife-advisor-portal/documents/en/forms/group-retirement-services/general/private/grs-general-retirement-program-comparison-toole.xls,-,-,Plan type contribution calculator (Excel),,General,TRUE
